product	reactants	split	reactant_list	reactant_num	product_len	reactants_len
CC(C)c1nc2cnc3ccccc3c2n1C	CC(C)C(=O)O.CNc1c(N)cnc2ccccc12	train	['CC(C)C(=O)O', 'CNc1c(N)cnc2ccccc12']	2	25	31
CCOC(=O)c1ccc(C#Cc2ccc(C3(N(Cc4ccccc4)Cc4ccccc4)CC3)cc2)cc1	C#Cc1ccc(C2(N(Cc3ccccc3)Cc3ccccc3)CC2)cc1.CCOC(=O)c1ccc(I)cc1	train	['C#Cc1ccc(C2(N(Cc3ccccc3)Cc3ccccc3)CC2)cc1', 'CCOC(=O)c1ccc(I)cc1']	2	59	61
Cc1ccc(S(=O)(=O)OCC2Cc3cc(F)cc(-c4ccccc4Cl)c3O2)cc1	Cc1ccc(S(=O)(=O)OCC2Cc3cc(F)cc(Br)c3O2)cc1.OB(O)c1ccccc1Cl	train	['Cc1ccc(S(=O)(=O)OCC2Cc3cc(F)cc(Br)c3O2)cc1', 'OB(O)c1ccccc1Cl']	2	51	58
COc1ccc(CN2CCOc3cc([N+](=O)[O-])ccc32)cc1	COc1ccc(C=O)cc1.O=[N+]([O-])c1ccc2c(c1)OCCN2	train	['COc1ccc(C=O)cc1', 'O=[N+]([O-])c1ccc2c(c1)OCCN2']	2	41	44
O=C1c2c(O)c(=O)nc(CC3(n4ccc5cccnc54)CCCC3)n2CCN1C1COC1	O=C1c2c(OCc3ccccc3)c(=O)nc(CC3(n4ccc5cccnc54)CCCC3)n2CCN1C1COC1	train	['O=C1c2c(OCc3ccccc3)c(=O)nc(CC3(n4ccc5cccnc54)CCCC3)n2CCN1C1COC1']	1	54	63
N#Cc1ccc(Oc2ccc([N+](=O)[O-])cc2Br)cc1	N#Cc1ccc(O)cc1.O=[N+]([O-])c1ccc(F)c(Br)c1	train	['N#Cc1ccc(O)cc1', 'O=[N+]([O-])c1ccc(F)c(Br)c1']	2	38	42
O=C(Nc1ccc(CNc2nc(N3CCC3)nc3ccccc23)cc1)c1ccc(F)cc1	C1CNC1.O=C(Nc1ccc(CNc2nc(Cl)nc3ccccc23)cc1)c1ccc(F)cc1	train	['C1CNC1', 'O=C(Nc1ccc(CNc2nc(Cl)nc3ccccc23)cc1)c1ccc(F)cc1']	2	51	54
Nc1ccc(Sc2ccc(OCc3cnc(Cl)s3)cc2[N+](=O)[O-])cc1	Nc1ccc(S)cc1.O=[N+]([O-])c1cc(OCc2cnc(Cl)s2)ccc1Cl	train	['Nc1ccc(S)cc1', 'O=[N+]([O-])c1cc(OCc2cnc(Cl)s2)ccc1Cl']	2	47	50
Cc1cc(CNC(=O)c2nc3n(c(=O)c2O)CCNCC3N(C)C(=O)C(=O)N(C)C)ccc1F	Cc1cc(CNC(=O)c2nc3n(c(=O)c2O)CCN(C(=O)OC(C)(C)C)CC3N(C)C(=O)C(=O)N(C)C)ccc1F	train	['Cc1cc(CNC(=O)c2nc3n(c(=O)c2O)CCN(C(=O)OC(C)(C)C)CC3N(C)C(=O)C(=O)N(C)C)ccc1F']	1	60	76
CCN(CC)CCNC(=O)c1ccc2c(c1)COC2=C1C(=O)Nc2ccccc21	CCN(CC)CCN.O=C1Nc2ccccc2C1=C1OCc2cc(C(=O)O)ccc21	train	['CCN(CC)CCN', 'O=C1Nc2ccccc2C1=C1OCc2cc(C(=O)O)ccc21']	2	48	48
CCCCCC[C@@H]1CCc2cc(C3CCC(N)(CO)C3)ccc2C1	CCCCCC[C@@H]1CCc2cc(C3CCC(N)(C(=O)OC)C3)ccc2C1	train	['CCCCCC[C@@H]1CCc2cc(C3CCC(N)(C(=O)OC)C3)ccc2C1']	1	41	46
Cc1nc(C(F)(F)F)c2n1C(C(=O)Nc1cnn(-c3ccc(Cl)cc3)c1C(C)C)CCC2	Cc1nc(C(F)(F)F)c2n1C(C(=O)Nc1cnn(-c3ccc(Cl)cc3)c1C(C)C)CC=C2	train	['Cc1nc(C(F)(F)F)c2n1C(C(=O)Nc1cnn(-c3ccc(Cl)cc3)c1C(C)C)CC=C2']	1	59	60
CC(Nc1cncc(Cl)n1)c1ccc(F)cc1	CC(N)c1ccc(F)cc1.Clc1cncc(Cl)n1	train	['CC(N)c1ccc(F)cc1', 'Clc1cncc(Cl)n1']	2	28	31
COC[C@@H](NC(=O)Nc1cc2c(cn1)c(-c1cnn(C)c1)nn2C(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1	COC[C@@H](NC(N)=O)c1ccccc1.Cn1cc(-c2nn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c3cc(Cl)ncc23)cn1	train	['COC[C@@H](NC(N)=O)c1ccccc1', 'Cn1cc(-c2nn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c3cc(Cl)ncc23)cn1']	2	83	86
COC(=O)Cc1c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCCC3)c2)[nH]c2c(Cl)cccc12	COC(=O)C(=O)c1c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCCC3)c2)[nH]c2c(Cl)cccc12	train	['COC(=O)C(=O)c1c(-c2ccc(Cl)c(S(=O)(=O)NC3CCCCC3)c2)[nH]c2c(Cl)cccc12']	1	63	67
COc1ccc2c(C(C)=NN)cc(=O)oc2c1	COc1ccc2c(C(C)=O)cc(=O)oc2c1.NN	train	['COc1ccc2c(C(C)=O)cc(=O)oc2c1', 'NN']	2	29	31
O=C(CBr)Nc1cccc(F)c1F	Nc1cccc(F)c1F.O=C(Br)CBr	train	['Nc1cccc(F)c1F', 'O=C(Br)CBr']	2	21	24
O=C(O)c1ccc(OC2CCCCC2)nc1	O=C(O)c1ccc(Cl)nc1.OC1CCCCC1	train	['O=C(O)c1ccc(Cl)nc1', 'OC1CCCCC1']	2	25	28
CC/C(=C(\F)CO)c1cc2c(cc1OCOC)C(C)(C)CCC2(C)C	CCOC(=O)/C(F)=C(/CC)c1cc2c(cc1OCOC)C(C)(C)CCC2(C)C	train	['CCOC(=O)/C(F)=C(/CC)c1cc2c(cc1OCOC)C(C)(C)CCC2(C)C']	1	44	50
CC(C)C(=O)NC1CCc2c(c3cc(N(C)C)ccc3n2Cc2cccc(F)c2)C1	CC(C)C(=O)NC1CCc2c(c3cc(Br)ccc3n2Cc2cccc(F)c2)C1.CNC	train	['CC(C)C(=O)NC1CCc2c(c3cc(Br)ccc3n2Cc2cccc(F)c2)C1', 'CNC']	2	51	52
COc1ccc(Nc2nc(Cl)ncc2Cl)cc1CCc1cncc(N)c1	COc1ccc(Nc2nc(Cl)ncc2Cl)cc1/C=C/c1cncc(N)c1	train	['COc1ccc(Nc2nc(Cl)ncc2Cl)cc1/C=C/c1cncc(N)c1']	1	40	43
Cc1cc(-c2ccc(C(F)(F)F)cc2)cc(-c2cccc(-c3cccc(S(=O)(=O)N4CC(O)C4)c3)n2)n1	Cc1cc(-c2ccc(C(F)(F)F)cc2)cc(-c2cccc(-c3cccc(S(=O)(=O)Cl)c3)n2)n1.OC1CNC1	train	['Cc1cc(-c2ccc(C(F)(F)F)cc2)cc(-c2cccc(-c3cccc(S(=O)(=O)Cl)c3)n2)n1', 'OC1CNC1']	2	72	73
Cc1csc(C(=O)O)c1Nc1c(Cl)cccc1Cl	COC(=O)c1scc(C)c1Nc1c(Cl)cccc1Cl	train	['COC(=O)c1scc(C)c1Nc1c(Cl)cccc1Cl']	1	31	32
O=C(N1CCN(Cc2ccccc2)CC12CC2)C(F)(F)F	O=C(O)C(F)(F)F.c1ccc(CN2CCNC3(CC3)C2)cc1	train	['O=C(O)C(F)(F)F', 'c1ccc(CN2CCNC3(CC3)C2)cc1']	2	36	40
Cc1ccccc1-c1cc(C(OCc2ccc(C(=O)O)cc2)c2cncn2C)ccc1C#N	COC(=O)c1ccc(COC(c2ccc(C#N)c(-c3ccccc3C)c2)c2cncn2C)cc1	train	['COC(=O)c1ccc(COC(c2ccc(C#N)c(-c3ccccc3C)c2)c2cncn2C)cc1']	1	52	55
CCOC(=O)N1CCn2c(nc(-c3ccncc3)cc2=O)C(NC(=O)c2ccc(OC)cc2OC)C1	CCOC(=O)N1CCn2c(nc(-c3ccncc3)cc2=O)C(N)C1.COc1ccc(C(=O)O)c(OC)c1	train	['CCOC(=O)N1CCn2c(nc(-c3ccncc3)cc2=O)C(N)C1', 'COc1ccc(C(=O)O)c(OC)c1']	2	60	64
COC(=O)Cc1ccc(C#Cc2cc(O)c3c(c2)C(C)(C)CCC3=O)cc1	C#Cc1cc(O)c2c(c1)C(C)(C)CCC2=O.COC(=O)Cc1ccc(I)cc1	train	['C#Cc1cc(O)c2c(c1)C(C)(C)CCC2=O', 'COC(=O)Cc1ccc(I)cc1']	2	48	50
COC(=O)C(Oc1ccc(Oc2ccccc2)cc1)c1ccc(OCCCOc2ccc(Cl)cc2)cc1	COC(=O)C(Br)c1ccc(OCCCOc2ccc(Cl)cc2)cc1.Oc1ccc(Oc2ccccc2)cc1	train	['COC(=O)C(Br)c1ccc(OCCCOc2ccc(Cl)cc2)cc1', 'Oc1ccc(Oc2ccccc2)cc1']	2	57	60
CC(C)Nc1cc(Br)cnc1Cl	CC(=O)OC(C)C.Nc1cc(Br)cnc1Cl	train	['CC(=O)OC(C)C', 'Nc1cc(Br)cnc1Cl']	2	20	28
CC(C)n1nc(-c2ccc(O)cc2)c2cccc(Cl)c21	COc1ccc(-c2nn(C(C)C)c3c(Cl)cccc23)cc1	train	['COc1ccc(-c2nn(C(C)C)c3c(Cl)cccc23)cc1']	1	36	37
O=c1cc(COC2CCCCO2)occ1OCCCCn1ccc2ccccc21	O=c1cc(COC2CCCCO2)occ1OCCCCBr.c1ccc2[nH]ccc2c1	train	['O=c1cc(COC2CCCCO2)occ1OCCCCBr', 'c1ccc2[nH]ccc2c1']	2	40	46
CCNC(=O)c1cccc([C@H](C)Nc2nccc(-n3cnc4ccccc43)n2)c1	CCN.C[C@H](Nc1nccc(-n2cnc3ccccc32)n1)c1cccc(C(=O)O)c1	train	['CCN', 'C[C@H](Nc1nccc(-n2cnc3ccccc32)n1)c1cccc(C(=O)O)c1']	2	51	53
N#Cc1ccc(COCC[N+]23CCC(CC2)[C@@H](OC(=O)C2(c4ccccc4)CCCCCC2)C3)cc1	N#Cc1ccc(COCCBr)cc1.O=C(O[C@H]1CN2CCC1CC2)C1(c2ccccc2)CCCCCC1	train	['N#Cc1ccc(COCCBr)cc1', 'O=C(O[C@H]1CN2CCC1CC2)C1(c2ccccc2)CCCCCC1']	2	66	61
CCOC(=O)c1csc(CNC(=O)OC(C)(C)C)n1	CC(C)(C)OC(=O)NCC(N)=S.CCOC(=O)C(=O)CBr	train	['CC(C)(C)OC(=O)NCC(N)=S', 'CCOC(=O)C(=O)CBr']	2	33	39
Nc1ccc(C(F)(F)F)cc1NC[C@@H]1CCN(C(=O)C2CC2)C1	O=C(C1CC1)N1CC[C@@H](CNc2cc(C(F)(F)F)ccc2[N+](=O)[O-])C1	train	['O=C(C1CC1)N1CC[C@@H](CNc2cc(C(F)(F)F)ccc2[N+](=O)[O-])C1']	1	45	56
N#CCNC(=O)C12CC3CC(C1)C(n1c(=O)[nH]c4cnc5[nH]ccc5c41)C(C3)C2	N#CCN.O=C(O)C12CC3CC(C1)C(n1c(=O)[nH]c4cnc5[nH]ccc5c41)C(C3)C2	train	['N#CCN', 'O=C(O)C12CC3CC(C1)C(n1c(=O)[nH]c4cnc5[nH]ccc5c41)C(C3)C2']	2	60	62
Nc1ncc(-c2ccccc2F)cn1	Nc1ncc(Br)cn1.OB(O)c1ccccc1F	train	['Nc1ncc(Br)cn1', 'OB(O)c1ccccc1F']	2	21	28
COc1ccc(CN2C(=O)CN(c3ccc(C[C@H](NC(=O)[C@H](Cc4ccccc4)NC(C)=O)C(=O)O)cc3)S2(=O)=O)cc1	COc1ccc(CN2C(=O)CN(c3ccc(C[C@H](NC(=O)[C@H](Cc4ccccc4)NC(C)=O)C(=O)OCc4ccccc4)cc3)S2(=O)=O)cc1	train	['COc1ccc(CN2C(=O)CN(c3ccc(C[C@H](NC(=O)[C@H](Cc4ccccc4)NC(C)=O)C(=O)OCc4ccccc4)cc3)S2(=O)=O)cc1']	1	85	94
CNC(=O)[C@@H](N)Cc1csc2ccccc12	CNC(=O)[C@H](Cc1csc2ccccc12)NC(=O)OC(C)(C)C	train	['CNC(=O)[C@H](Cc1csc2ccccc12)NC(=O)OC(C)(C)C']	1	30	43
CCOC(=O)C1CCN(c2nc(C)nc3c2C(C)C(=O)N3c2c(C)cc(Br)cc2C)CC1	CCOC(=O)C1CCNCC1.Cc1nc(Cl)c2c(n1)N(c1c(C)cc(Br)cc1C)C(=O)C2C	train	['CCOC(=O)C1CCNCC1', 'Cc1nc(Cl)c2c(n1)N(c1c(C)cc(Br)cc1C)C(=O)C2C']	2	57	60
COC(=O)Nc1ccc(CCOc2ccc(C=O)cc2)cc1	COC(=O)Nc1ccc(CCOS(C)(=O)=O)cc1.O=Cc1ccc(O)cc1	train	['COC(=O)Nc1ccc(CCOS(C)(=O)=O)cc1', 'O=Cc1ccc(O)cc1']	2	34	46
Cn1cc(-c2cccc(CCOCCC(=O)O)c2)cn1	Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1.O=C(O)CCOCCc1cccc(Br)c1	train	['Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1', 'O=C(O)CCOCCc1cccc(Br)c1']	2	32	53
Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccc(OCCCC(=O)NC3=NCCCN3)cc2)C(=O)O)cc1	Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccc(OCCCC(=O)NC3=NCCCN3)cc2)C(=O)OC(C)(C)C)cc1	train	['Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccc(OCCCC(=O)NC3=NCCCN3)cc2)C(=O)OC(C)(C)C)cc1']	1	65	73
OCc1cccc(O)c1Cl	O=Cc1cccc(O)c1Cl	train	['O=Cc1cccc(O)c1Cl']	1	15	16
O=C(OC[C@H]1CCC[C@H](OC(Cn2ccnc2)c2ccc(Cl)cc2Cl)O1)c1ccccc1	O=C(OC[C@H]1CCC[C@H](OC(CBr)c2ccc(Cl)cc2Cl)O1)c1ccccc1.c1c[nH]cn1	train	['O=C(OC[C@H]1CCC[C@H](OC(CBr)c2ccc(Cl)cc2Cl)O1)c1ccccc1', 'c1c[nH]cn1']	2	59	65
CN(C(=O)OC(C)(C)C)[C@@H](C=O)Cc1ccccc1	CN(C(=O)OC(C)(C)C)[C@@H](CO)Cc1ccccc1	train	['CN(C(=O)OC(C)(C)C)[C@@H](CO)Cc1ccccc1']	1	38	37
CSCC[C@H](NC(=O)c1ccc(N)cc1)C(=O)O	CSCC[C@H](N)C(=O)O.Nc1ccc(C(=O)O)cc1	train	['CSCC[C@H](N)C(=O)O', 'Nc1ccc(C(=O)O)cc1']	2	34	36
COC(=O)CC(=O)Nc1cc(F)cc(F)c1	COC(=O)CC(=O)OC.Nc1cc(F)cc(F)c1	train	['COC(=O)CC(=O)OC', 'Nc1cc(F)cc(F)c1']	2	28	31
CC(=O)N[C@H]1CCCN(C(=O)c2ccc(Br)cc2NC2(Cc3cccc(Cl)c3)C(=O)Nc3cc(Cl)ccc32)C1	CC(=O)N[C@H]1CCCNC1.O=C(O)c1ccc(Br)cc1NC1(Cc2cccc(Cl)c2)C(=O)Nc2cc(Cl)ccc21	train	['CC(=O)N[C@H]1CCCNC1', 'O=C(O)c1ccc(Br)cc1NC1(Cc2cccc(Cl)c2)C(=O)Nc2cc(Cl)ccc21']	2	75	75
O=C(NC1CCNCC1)c1n[nH]cc1[N+](=O)[O-]	CC(C)(C)OC(=O)N1CCC(NC(=O)c2n[nH]cc2[N+](=O)[O-])CC1	train	['CC(C)(C)OC(=O)N1CCC(NC(=O)c2n[nH]cc2[N+](=O)[O-])CC1']	1	36	52
Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@@H]3C[C@@H]3[C@H]2CNC(=O)c2cc(F)cc3c2OCOC3)c1	Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@@H]3C[C@@H]3[C@H]2CN)c1.O=C(O)c1cc(F)cc2c1OCOC2	train	['Cc1cccc(-c2sc(C)nc2C(=O)N2C[C@@H]3C[C@@H]3[C@H]2CN)c1', 'O=C(O)c1cc(F)cc2c1OCOC2']	2	75	77
COc1nc(F)ccc1F	C[O-].Fc1ccc(F)c(F)n1	train	['C[O-]', 'Fc1ccc(F)c(F)n1']	2	14	21
CNC(=O)CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O	CN.O=C(O)CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O	train	['CN', 'O=C(O)CNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O']	2	44	46
C=CCCC1(C)CCCC(C)(C)N1	C=CCCC1(C)CC(=O)CC(C)(C)N1	train	['C=CCCC1(C)CC(=O)CC(C)(C)N1']	1	22	26
CC(C)(C)OC(=O)NCc1cccc(NCc2ccccc2)c1	BrCc1ccccc1.CC(C)(C)OC(=O)NCc1cccc(N)c1	train	['BrCc1ccccc1', 'CC(C)(C)OC(=O)NCc1cccc(N)c1']	2	36	39
O=C(c1cc(Cl)c(OCc2ccccc2)c(Cl)c1)N1CCS(=O)c2ccccc21	O=C([O-])O.O=C(c1cc(Cl)c(OCc2ccccc2)c(Cl)c1)N1CCSc2ccccc21	train	['O=C([O-])O', 'O=C(c1cc(Cl)c(OCc2ccccc2)c(Cl)c1)N1CCSc2ccccc21']	2	51	58
CC(=O)O[C@@H]1CS[C@@H](Oc2cccnc2)[C@H](OC(C)=O)[C@H]1OC(C)=O	CC(=O)O[C@@H]1CS[C@H](Br)[C@H](OC(C)=O)[C@H]1OC(C)=O.Oc1cccnc1	train	['CC(=O)O[C@@H]1CS[C@H](Br)[C@H](OC(C)=O)[C@H]1OC(C)=O', 'Oc1cccnc1']	2	60	62
CN1CCC(N(C(=O)c2cc(Cl)ccc2F)c2ccccc2N)CC1	CN1CCC(N(C(=O)c2cc(Cl)ccc2F)c2ccccc2[N+](=O)[O-])CC1	train	['CN1CCC(N(C(=O)c2cc(Cl)ccc2F)c2ccccc2[N+](=O)[O-])CC1']	1	41	52
OCc1ccc(-c2ccccc2)c(F)c1	O=Cc1ccc(-c2ccccc2)c(F)c1	train	['O=Cc1ccc(-c2ccccc2)c(F)c1']	1	24	25
CC(C)(C)OC(=O)NC1(c2ccc(C(=O)NNC(=O)C3CC3)cn2)CC1	CC(C)(C)OC(=O)NC1(c2ccc(C(=O)NN)cn2)CC1.O=C(O)C1CC1	train	['CC(C)(C)OC(=O)NC1(c2ccc(C(=O)NN)cn2)CC1', 'O=C(O)C1CC1']	2	49	51
CCN(CC)C(=O)Nc1c[nH]nc1-c1nc2cc(F)c(N3CCN(C)CC3)cc2[nH]1	CCN(CC)C(=O)Nc1cn(C2CCCCO2)nc1-c1nc2cc(F)c(N3CCN(C)CC3)cc2[nH]1	train	['CCN(CC)C(=O)Nc1cn(C2CCCCO2)nc1-c1nc2cc(F)c(N3CCN(C)CC3)cc2[nH]1']	1	56	63
Nc1cccc2c1CN(c1c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c1F)C2	Nc1cccc2c1CNC2.O=C(O)c1cn(-c2ccc(F)cc2)c2c(F)c(F)c(F)cc2c1=O	train	['Nc1cccc2c1CNC2', 'O=C(O)c1cn(-c2ccc(F)cc2)c2c(F)c(F)c(F)cc2c1=O']	2	60	60
CNS(=O)(=O)c1cc(F)c(F)c(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c1	CNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1.FC(F)(F)c1ccc(N2CCNCC2)cc1	train	['CNS(=O)(=O)c1cc(F)c(F)c(C(=O)O)c1', 'FC(F)(F)c1ccc(N2CCNCC2)cc1']	2	60	60
C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CN(C5CCN(C(=O)Nc6ccc(F)cc6C(F)(F)F)CC5)C4)c3)ncnc21	C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CN(C5CCNCC5)C4)c3)ncnc21.O=C=Nc1ccc(F)cc1C(F)(F)F	train	['C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CN(C5CCNCC5)C4)c3)ncnc21', 'O=C=Nc1ccc(F)cc1C(F)(F)F']	2	89	87
C[C@H](c1cccc2ccccc12)N(CC1CNCCC1c1ccccc1F)C(=O)OC(C)(C)C	C[C@H](c1cccc2ccccc12)N(CC1CN(C(=O)C(F)(F)F)CCC1c1ccccc1F)C(=O)OC(C)(C)C	train	['C[C@H](c1cccc2ccccc12)N(CC1CN(C(=O)C(F)(F)F)CCC1c1ccccc1F)C(=O)OC(C)(C)C']	1	57	72
Nc1ncccc1C#CCc1ccccc1	C#CCc1ccccc1.Nc1ncccc1I	train	['C#CCc1ccccc1', 'Nc1ncccc1I']	2	21	23
CC(C)c1nc(-c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)c(-c2ccnc(Cl)n2)s1	CC(C)c1nc(-c2cccc(N)c2)c(-c2ccnc(Cl)n2)s1.O=S(=O)(Cl)c1cccc(F)c1	train	['CC(C)c1nc(-c2cccc(N)c2)c(-c2ccnc(Cl)n2)s1', 'O=S(=O)(Cl)c1cccc(F)c1']	2	61	64
CCN1CCC(Nc2c3ccc(Cl)cc3nc3ccc(OC)cc23)CC1	CCN1CCC(N)CC1.COc1ccc2nc3cc(Cl)ccc3c(Cl)c2c1	train	['CCN1CCC(N)CC1', 'COc1ccc2nc3cc(Cl)ccc3c(Cl)c2c1']	2	41	44
CCOC(=O)c1nc(C)c2nc(-c3ccc(F)cc3)sc2c1O	CCOC(=O)c1nc(Br)c2nc(-c3ccc(F)cc3)sc2c1O.CN(C)C=O	train	['CCOC(=O)c1nc(Br)c2nc(-c3ccc(F)cc3)sc2c1O', 'CN(C)C=O']	2	39	49
Cc1nc(C)c(C(=O)C(C)C)o1	CC(C)[Mg+].CON(C)C(=O)c1oc(C)nc1C	train	['CC(C)[Mg+]', 'CON(C)C(=O)c1oc(C)nc1C']	2	23	33
Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-c4nc(C)no4)CC3C2)n1	Cc1cc(C)nc(N2CC3CNCC3C2)n1.Cc1noc(-c2cccc(F)c2C(=O)O)n1	train	['Cc1cc(C)nc(N2CC3CNCC3C2)n1', 'Cc1noc(-c2cccc(F)c2C(=O)O)n1']	2	55	55
Cc1cc(C#Cc2cn(C(C)C)c(C3CC3)n2)ccn1	CC(C)n1cc(I)nc1C1CC1.Cc1cc(C#C[Si](C)(C)C)ccn1	train	['CC(C)n1cc(I)nc1C1CC1', 'Cc1cc(C#C[Si](C)(C)C)ccn1']	2	35	46
CN(C)CCN1CC(C(=O)Nc2cc(Cl)cc3c2[nH]c2cnccc23)CC1=O	CN(C)CCN1CC(C(=O)O)CC1=O.Nc1cc(Cl)cc2c1[nH]c1cnccc12	train	['CN(C)CCN1CC(C(=O)O)CC1=O', 'Nc1cc(Cl)cc2c1[nH]c1cnccc12']	2	50	52
COc1ccc2ncc(Cl)c(OC[C@@H]3CC[C@@H](NC(=O)OC(C)(C)C)CO3)c2c1	CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](CO)OC1.COc1ccc2ncc(Cl)c(O)c2c1	train	['CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](CO)OC1', 'COc1ccc2ncc(Cl)c(O)c2c1']	2	59	61
NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1	CC(C)(C)OC(=O)NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1	train	['CC(C)(C)OC(=O)NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1']	1	48	62
c1ccc(Oc2cccc(-c3cc(CCCN4CCN(c5ccccc5)CC4)on3)c2)cc1	O=CCCc1cc(-c2cccc(Oc3ccccc3)c2)no1.c1ccc(N2CCNCC2)cc1	train	['O=CCCc1cc(-c2cccc(Oc3ccccc3)c2)no1', 'c1ccc(N2CCNCC2)cc1']	2	52	53
CC(C)(C)OC(=O)N1CCC(c2ccc(C#N)cc2)CC1	CC(C)(C)OC(=O)N1CCC(c2ccc(C(N)=O)cc2)CC1	train	['CC(C)(C)OC(=O)N1CCC(c2ccc(C(N)=O)cc2)CC1']	1	37	40
O=C(O)C1CN(Cc2ccc(-c3noc(-c4noc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1	CC(C)(C)OC(=O)C1CN(Cc2ccc(-c3noc(-c4noc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1	train	['CC(C)(C)OC(=O)C1CN(Cc2ccc(-c3noc(-c4noc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1']	1	62	70
CC(C)(C)OC(=O)N1Cc2cc(O)ccc2C[C@H]1C(=O)O	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=C(O)[C@@H]1Cc2ccc(O)cc2CN1	train	['CC(C)(C)OC(=O)OC(=O)OC(C)(C)C', 'O=C(O)[C@@H]1Cc2ccc(O)cc2CN1']	2	41	58
COc1c(F)c(F)c2[nH]c(=O)c3sccc3c2c1-c1ccc(C(C)N(C)C)cc1	CC(c1ccc(B(O)O)cc1)N(C)C.COc1c(F)c(F)c2[nH]c(=O)c3sccc3c2c1Br	train	['CC(c1ccc(B(O)O)cc1)N(C)C', 'COc1c(F)c(F)c2[nH]c(=O)c3sccc3c2c1Br']	2	54	61
COc1ccc(Cl)c(CBr)c1	COc1ccc(Cl)c(C)c1.O=C1CCC(=O)N1Br	train	['COc1ccc(Cl)c(C)c1', 'O=C1CCC(=O)N1Br']	2	19	33
CCOC(=O)c1c[nH]c2c1-c1nn(CCN(CC)CC)cc1CCC2	CCNCC.CCOC(=O)c1c[nH]c2c1-c1nn(CCOS(C)(=O)=O)cc1CCC2	train	['CCNCC', 'CCOC(=O)c1c[nH]c2c1-c1nn(CCOS(C)(=O)=O)cc1CCC2']	2	42	52
O=c1cc(N2CCN(Cc3cc(F)cc(F)c3O)CC2)nc[nH]1	O=Cc1cc(F)cc(F)c1O.O=c1cc(N2CCNCC2)nc[nH]1	train	['O=Cc1cc(F)cc(F)c1O', 'O=c1cc(N2CCNCC2)nc[nH]1']	2	41	42
Nc1cc(F)c(O)c(F)c1	O=[N+]([O-])c1cc(F)c(O)c(F)c1	train	['O=[N+]([O-])c1cc(F)c(O)c(F)c1']	1	18	29
CS(=O)(=O)c1ccc(-c2nc3ccc(C4CCNCC4)cc3o2)c(F)c1	CC(C)(C)OC(=O)N1CCC(c2ccc3nc(-c4ccc(S(C)(=O)=O)cc4F)oc3c2)CC1	train	['CC(C)(C)OC(=O)N1CCC(c2ccc3nc(-c4ccc(S(C)(=O)=O)cc4F)oc3c2)CC1']	1	47	61
O=S(=O)(C1CC1)N1CCC(c2n[nH]c3cnc4[nH]ccc4c23)CC1	O=S(=O)(Cl)C1CC1.c1cc2c(ncc3[nH]nc(C4CCNCC4)c32)[nH]1	train	['O=S(=O)(Cl)C1CC1', 'c1cc2c(ncc3[nH]nc(C4CCNCC4)c32)[nH]1']	2	48	53
C=CCOc1nc(SCc2cccc(F)c2F)nc(N[C@H](C)CO[Si](C)(C)C(C)(C)C)c1C=O	C=CCO.C[C@H](CO[Si](C)(C)C(C)(C)C)Nc1nc(SCc2cccc(F)c2F)nc(Cl)c1C=O	train	['C=CCO', 'C[C@H](CO[Si](C)(C)C(C)(C)C)Nc1nc(SCc2cccc(F)c2F)nc(Cl)c1C=O']	2	63	66
